1,2,0.044509
1,4,0.071083
1,6,0.061217
1,8,0.017148
1,9,0.042612
1,10,0.050097
1,11,0.056416
1,12,0.102674
1,13,0.063190
1,14,0.009636
1,18,0.025301
1,19,0.012949
1,20,0.118743
1,22,0.063901
1,24,0.026303
1,25,0.037555
1,26,0.031022
1,27,0.060559
1,28,0.034115
1,29,0.046416
1,31,0.011052
1,32,0.108660
1,33,0.070470
1,34,0.010614
1,35,0.054237
1,36,0.059824
1,37,0.094133
1,38,0.068601
1,39,0.052562
1,42,0.043054
1,43,0.056126
1,45,0.062285
1,46,0.072821
1,48,0.011794
1,50,0.077535
1,51,0.017817
1,52,0.054312
1,53,0.110489
1,56,0.092728
1,57,0.064875
1,59,0.013205
1,61,0.037254
1,65,0.036492
1,66,0.011170
1,68,0.181659
1,69,0.096383
1,70,0.036253
1,72,0.008502
1,75,0.070949
1,76,0.097329
1,79,0.019486
1,80,0.050490
1,81,0.068682
1,82,0.038340
1,83,0.120955
1,86,0.088869
1,87,0.440876
1,88,0.124873
1,89,0.027044
1,91,0.006910
1,92,0.094042
1,93,0.032584
1,94,0.082084
1,95,0.071362
1,96,0.010633
1,97,0.020891
1,99,0.078334
1,100,0.066039
1,101,0.015119
1,102,0.030663
1,103,0.254253
1,104,0.052841
1,105,0.030175
1,106,0.121147
1,107,0.009498
1,108,0.065626
1,109,0.047128
1,111,0.037889
1,112,0.066268
1,114,0.063657
1,115,0.009268
1,116,0.145551
1,117,0.042455
1,118,0.200319
1,119,0.081687
1,120,0.025540
1,121,0.016229
1,124,0.011874
1,125,0.034325
1,126,0.040512
1,127,0.064187
1,128,0.041336
1,129,0.027057
1,130,0.120429
1,131,0.014259
1,132,0.036584
1,134,0.175199
1,135,0.029583
1,136,0.085162
1,137,0.014025
1,138,0.041057
1,139,0.049425
1,142,0.184719
1,143,0.081052
1,144,0.052398
1,146,0.009232
1,147,0.034499
1,148,0.052460
1,149,0.022104
1,150,0.010674
2,4,0.015880
2,6,0.126449
2,7,0.039890
2,8,0.077638
2,9,0.027933
2,10,0.028456
2,11,0.064149
2,12,0.082249
2,13,0.092303
2,14,0.118342
2,15,0.014704
2,16,0.019408
2,17,0.017009
2,18,0.036021
2,19,0.029388
2,20,0.029363
2,21,0.033638
2,22,0.041919
2,23,0.077332
2,24,0.033722
2,25,0.091032
2,26,0.147536
2,27,0.051906
2,28,0.087596
2,29,0.075972
2,31,0.101552
2,32,0.041568
2,33,0.029006
2,34,0.097571
2,35,0.038375
2,36,0.032855
2,37,0.041455
2,38,0.065041
2,39,0.065588
2,40,0.061671
2,41,0.015810
2,42,0.028847
2,43,0.022382
2,44,0.040063
2,45,0.085675
2,46,0.116908
2,47,0.106302
2,48,0.058088
2,49,0.035734
2,50,0.094763
2,51,0.011384
2,52,0.055634
2,53,0.166179
2,54,0.113883
2,55,0.106009
2,56,0.128110
2,57,0.060330
2,58,0.012800
2,59,0.023230
2,60,0.101579
2,61,0.087418
2,62,0.058460
2,63,0.011483
2,64,0.014900
2,65,0.124633
2,66,0.099369
2,67,0.061526
2,68,0.120240
2,69,0.091867
2,70,0.037255
2,71,0.040281
2,72,0.042374
2,73,0.010408
2,74,0.038846
2,75,0.028308
2,76,0.101648
2,78,0.019777
2,79,0.038498
2,80,0.106050
2,81,0.042031
2,82,0.031804
2,83,0.026424
2,84,0.011827
2,86,0.013723
2,87,0.069753
2,88,0.058908
2,89,0.023579
2,90,0.034916
2,91,0.049816
2,92,0.151929
2,93,0.089779
2,94,0.020168
2,95,0.029526
2,96,0.051130
2,97,0.087183
2,98,0.052088
2,99,0.045129
2,100,0.038382
2,101,0.054356
2,102,0.090037
2,103,0.048912
2,104,0.099833
2,105,0.085994
2,106,0.111829
2,107,0.011801
2,108,0.098407
2,109,0.092831
2,110,0.107190
2,111,0.108667
2,112,0.108927
2,113,0.146528
2,114,0.055699
2,115,0.123386
2,116,0.143427
2,117,0.119291
2,118,0.089167
2,119,0.186212
2,120,0.188366
2,121,0.007994
2,122,0.047091
2,124,0.016510
2,125,0.069384
2,126,0.052767
2,127,0.124710
2,128,0.149477
2,129,0.071386
2,130,0.085525
2,131,0.109462
2,132,0.077303
2,133,0.144309
2,134,0.158573
2,135,0.042488
2,136,0.101568
2,137,0.093625
2,138,0.087685
2,139,0.060371
2,140,0.033846
2,142,0.082301
2,143,0.112025
2,144,0.075041
2,146,0.074505
2,147,0.085881
2,148,0.113032
2,149,0.071883
2,150,0.101198
3,4,0.101928
3,5,0.084819
3,8,0.045045
3,9,0.023342
3,11,0.042631
3,12,0.030494
3,15,0.045622
3,16,0.059590
3,19,0.032383
3,20,0.051286
3,21,0.049026
3,23,0.054446
3,25,0.042485
3,30,0.107415
3,35,0.069057
3,44,0.083931
3,46,0.026936
3,51,0.054833
3,52,0.040719
3,53,0.020831
3,55,0.025207
3,56,0.022295
3,62,0.021688
3,68,0.047196
3,69,0.023221
3,73,0.032787
3,74,0.040501
3,75,0.041119
3,78,0.126634
3,79,0.037350
3,82,0.090778
3,84,0.037135
3,85,0.039929
3,87,0.026935
3,90,0.046888
3,98,0.063454
3,100,0.037358
3,114,0.018809
3,115,0.061316
3,116,0.023091
3,120,0.020737
3,127,0.014035
3,129,0.029738
3,130,0.027955
3,131,0.030015
3,134,0.025275
3,137,0.035690
3,143,0.027468
3,144,0.027463
3,146,0.025601
3,147,0.075954
3,150,0.017664
4,5,0.095943
4,6,0.014701
4,8,0.073084
4,9,0.048588
4,10,0.024422
4,11,0.047535
4,12,0.031130
4,14,0.036054
4,15,0.050566
4,16,0.064896
4,18,0.013719
4,19,0.054280
4,20,0.203860
4,21,0.174436
4,22,0.023757
4,23,0.059626
4,24,0.033684
4,25,0.066803
4,26,0.038914
4,29,0.013094
4,30,0.259409
4,31,0.015137
4,32,0.054921
4,33,0.071918
4,34,0.014660
4,35,0.013386
4,36,0.017084
4,37,0.035113
4,38,0.017609
4,39,0.158469
4,42,0.088897
4,45,0.016177
4,46,0.034974
4,47,0.017824
4,48,0.016227
4,50,0.015910
4,51,0.023963
4,52,0.045488
4,53,0.052885
4,54,0.024978
4,56,0.087898
4,59,0.018179
4,65,0.013751
4,66,0.014558
4,68,0.105607
4,69,0.065016
4,70,0.018377
4,72,0.011798
4,73,0.221164
4,74,0.045195
4,75,0.187386
4,76,0.055990
4,78,0.301205
4,79,0.067557
4,81,0.049332
4,82,0.061029
4,83,0.035631
4,84,0.151320
4,85,0.044710
4,86,0.027331
4,87,0.083122
4,88,0.037747
4,89,0.035937
4,90,0.051901
4,91,0.045260
4,92,0.019776
4,93,0.017377
4,94,0.018484
4,95,0.025843
4,96,0.014710
4,97,0.044352
4,98,0.079620
4,100,0.171655
4,101,0.020603
4,102,0.026026
4,103,0.037416
4,104,0.011685
4,105,0.040458
4,106,0.026644
4,107,0.012745
4,108,0.046451
4,109,0.072618
4,111,0.011477
4,112,0.019665
4,114,0.015142
4,115,0.011996
4,116,0.080498
4,117,0.043882
4,118,0.067849
4,119,0.036809
4,120,0.055163
4,121,0.048827
4,124,0.016385
4,125,0.011173
4,127,0.008136
4,129,0.029193
4,130,0.070201
4,132,0.014353
4,134,0.055606
4,135,0.024673
4,136,0.080875
4,137,0.033705
4,139,0.071699
4,141,0.061929
4,142,0.102042
4,143,0.012934
4,144,0.024277
4,145,0.042598
4,146,0.012799
4,147,0.052762
4,148,0.029782
5,8,0.042285
5,11,0.039913
5,15,0.042863
5,16,0.056549
5,19,0.030084
5,20,0.047969
